buy,sell,total_ret,cagr,max_dd,sharpe
1.17,0.94,137.66,5.56,-53.88,0.19
1.15,0.96,136.04,5.52,-52.37,0.18
1.15,0.92,134.49,5.48,-59.62,0.19
1.12,0.99,131.14,5.38,-51.23,0.19
1.17,0.79,130.29,5.36,-79.35,0.21
1.17,0.78,130.29,5.36,-79.35,0.21
1.18,0.95,128.29,5.3,-51.28,0.17
1.14,0.96,127.82,5.29,-52.37,0.18
1.14,0.92,126.32,5.24,-59.62,0.18
1.17,0.93,125.31,5.21,-56.28,0.18
1.19,0.95,124.01,5.17,-51.28,0.17
1.18,0.94,121.05,5.09,-52.83,0.16
1.12,0.98,120.17,5.06,-53.73,0.19
1.17,0.77,118.12,5.0,-80.45,0.2
1.19,0.94,116.9,4.96,-52.83,0.16
1.18,0.93,109.56,4.74,-55.28,0.15
1.17,0.92,108.07,4.69,-59.62,0.16
1.16,0.91,105.81,4.62,-59.62,0.16
1.19,0.93,105.63,4.61,-55.28,0.15
1.12,0.91,104.04,4.56,-71.67,0.21
1.16,0.9,102.17,4.5,-59.62,0.16
1.11,0.91,101.99,4.5,-73.97,0.22
1.18,0.78,96.89,4.33,-78.88,0.17
1.18,0.79,96.89,4.33,-78.88,0.17
1.18,0.92,93.52,4.22,-58.7,0.13
1.19,0.78,93.19,4.21,-78.88,0.17
1.19,0.79,93.19,4.21,-78.88,0.17
1.15,0.91,91.55,4.15,-59.62,0.15
1.19,0.92,89.89,4.09,-58.7,0.13
1.13,0.96,87.75,4.02,-53.67,0.15
1.18,0.77,86.48,3.97,-80.0,0.16
1.15,0.9,86.43,3.97,-59.62,0.14
1.14,0.91,84.88,3.92,-59.62,0.14
1.19,0.77,82.98,3.85,-80.0,0.16
1.12,0.9,82.33,3.83,-72.97,0.2
1.11,0.9,80.49,3.76,-75.16,0.21
1.14,0.9,78.03,3.67,-59.62,0.14
1.11,0.96,75.8,3.59,-65.95,0.17
1.12,0.97,75.34,3.58,-63.15,0.14
1.17,0.91,69.97,3.37,-59.62,0.11
1.17,0.9,69.97,3.37,-59.62,0.11
1.18,0.91,63.41,3.12,-58.7,0.09
1.18,0.9,63.41,3.12,-58.7,0.09
1.17,0.89,60.86,3.02,-61.79,0.1
1.19,0.91,60.35,3.0,-58.7,0.09
1.19,0.9,60.35,3.0,-58.7,0.09
1.18,0.89,54.65,2.76,-60.92,0.08
1.19,0.89,51.75,2.64,-60.92,0.08
1.17,0.88,50.09,2.57,-64.34,0.09
1.17,0.87,50.09,2.57,-64.34,0.09
1.18,0.87,44.3,2.32,-63.53,0.07
1.18,0.88,44.3,2.32,-63.53,0.07
1.19,0.88,41.59,2.2,-63.53,0.06
1.19,0.87,41.59,2.2,-63.53,0.06
1.17,0.86,37.55,2.01,-67.32,0.08
1.18,0.86,32.24,1.76,-66.58,0.06
1.19,0.86,29.76,1.64,-66.58,0.06
1.17,0.85,23.37,1.32,-69.04,0.06
1.12,0.96,20.56,1.18,-72.72,0.07
1.18,0.85,19.8,1.14,-68.34,0.04
1.19,0.85,17.55,1.02,-68.34,0.04
