buy,sell,total_ret,cagr,max_dd,sharpe
1.17,0.95,909.69,15.56,-34.64,0.67
1.11,0.91,909.1,15.56,-35.77,0.59
1.17,0.77,908.68,15.55,-39.18,0.65
1.12,0.99,908.09,15.55,-34.32,0.64
1.15,0.92,907.71,15.55,-35.81,0.65
1.17,0.94,907.53,15.55,-34.88,0.67
1.12,0.91,907.23,15.54,-35.79,0.6
1.15,0.96,906.6,15.54,-34.68,0.66
1.14,0.92,905.56,15.53,-35.79,0.65
1.12,0.98,905.52,15.53,-34.33,0.63
1.17,0.93,904.64,15.53,-35.2,0.66
1.14,0.96,904.47,15.52,-34.68,0.66
1.18,0.95,903.96,15.52,-34.64,0.67
1.19,0.95,902.78,15.51,-34.64,0.67
1.11,0.9,902.65,15.51,-35.71,0.59
1.18,0.94,901.94,15.51,-34.88,0.67
1.12,0.9,900.89,15.5,-35.73,0.59
1.19,0.94,900.79,15.5,-34.88,0.67
1.18,0.79,900.2,15.49,-38.99,0.65
1.18,0.78,900.2,15.49,-38.99,0.65
1.17,0.92,899.82,15.49,-35.73,0.66
1.16,0.91,899.74,15.49,-35.86,0.65
1.18,0.93,899.24,15.49,-35.2,0.66
1.19,0.79,899.09,15.49,-38.94,0.65
1.19,0.78,899.09,15.49,-38.94,0.65
1.16,0.9,898.78,15.48,-35.85,0.65
1.19,0.93,898.13,15.48,-35.2,0.66
1.18,0.77,897.35,15.47,-39.18,0.65
1.19,0.77,896.27,15.47,-39.13,0.65
1.11,0.96,895.88,15.46,-34.69,0.61
1.15,0.91,895.73,15.46,-35.81,0.64
1.13,0.96,895.13,15.46,-34.71,0.63
1.18,0.92,894.74,15.45,-35.73,0.66
1.15,0.9,894.34,15.45,-35.8,0.64
1.14,0.91,893.89,15.45,-35.79,0.64
1.19,0.92,893.69,15.45,-35.72,0.66
1.12,0.97,892.36,15.44,-34.43,0.63
1.14,0.9,892.02,15.43,-35.77,0.64
1.17,0.91,888.96,15.41,-35.73,0.66
1.17,0.9,888.96,15.41,-35.73,0.66
1.17,0.89,886.41,15.39,-36.07,0.65
1.18,0.91,886.13,15.39,-35.73,0.66
1.18,0.9,886.13,15.39,-35.73,0.66
1.19,0.91,885.21,15.38,-35.72,0.66
1.19,0.9,885.21,15.38,-35.72,0.66
1.18,0.89,883.69,15.37,-36.07,0.66
1.17,0.87,883.24,15.37,-36.48,0.65
1.17,0.88,883.24,15.37,-36.48,0.65
1.19,0.89,882.81,15.37,-36.05,0.66
1.18,0.88,880.65,15.35,-36.48,0.65
1.18,0.87,880.65,15.35,-36.48,0.65
1.17,0.86,879.86,15.35,-36.91,0.65
1.19,0.87,879.81,15.35,-36.46,0.65
1.19,0.88,879.81,15.35,-36.46,0.65
1.18,0.86,877.41,15.33,-36.91,0.65
1.19,0.86,876.62,15.32,-36.89,0.65
1.17,0.85,875.67,15.31,-37.17,0.65
1.12,0.96,875.53,15.31,-34.78,0.62
1.18,0.85,873.75,15.3,-37.17,0.65
1.19,0.85,873.01,15.29,-37.15,0.65
