buy,sell,ma,total_ret,cagr,max_dd,sharpe
1.19,0.8,240,-9.68,-1.01,-49.83,-0.21
1.19,0.8,250,-9.68,-1.01,-49.83,-0.21
1.08,0.78,250,-9.7,-1.01,-55.38,-0.1
1.03,0.74,250,-9.72,-1.02,-57.94,-0.08
1.03,0.75,250,-9.72,-1.02,-57.94,-0.08
1.14,0.95,180,-9.79,-1.02,-47.58,-0.16
1.13,0.78,250,-9.81,-1.03,-54.97,-0.12
1.17,0.92,120,-9.81,-1.03,-28.99,-0.37
1.17,0.94,120,-9.83,-1.03,-27.76,-0.38
1.07,0.99,250,-9.85,-1.03,-43.48,-0.17
1.01,0.85,120,-9.85,-1.03,-72.96,-0.01
1.1,0.93,180,-9.85,-1.03,-50.53,-0.11
1.09,0.91,240,-9.87,-1.03,-46.83,-0.16
1.04,0.73,240,-9.9,-1.04,-57.81,-0.09
1.07,0.98,250,-9.93,-1.04,-43.07,-0.18
1.16,0.76,240,-9.93,-1.04,-55.16,-0.15
1.17,0.85,120,-9.95,-1.04,-56.4,-0.19
1.08,0.85,200,-9.95,-1.04,-58.86,-0.09
1.15,0.73,240,-9.96,-1.04,-54.41,-0.15
1.07,0.91,200,-9.98,-1.05,-50.05,-0.14
1.01,0.91,200,-9.98,-1.05,-59.75,-0.09
1.12,0.95,240,-9.98,-1.05,-45.68,-0.18
1.14,0.93,180,-10.01,-1.05,-46.38,-0.17
1.1,0.89,60,-10.01,-1.05,-52.23,-0.13
1.0,0.87,180,-10.03,-1.05,-70.1,-0.06
1.13,0.75,250,-10.03,-1.05,-54.35,-0.12
1.13,0.74,250,-10.03,-1.05,-54.35,-0.12
1.1,0.83,240,-10.04,-1.05,-50.82,-0.15
1.14,0.92,200,-10.04,-1.05,-50.15,-0.19
1.11,0.91,250,-10.09,-1.06,-45.81,-0.18
1.05,0.87,60,-10.1,-1.06,-69.94,-0.05
1.16,0.86,120,-10.1,-1.06,-56.45,-0.19
1.18,0.94,180,-10.12,-1.06,-34.48,-0.41
1.17,0.82,120,-10.15,-1.06,-57.46,-0.19
1.19,0.77,240,-10.16,-1.06,-52.65,-0.17
1.18,0.77,240,-10.16,-1.06,-52.65,-0.17
1.08,0.76,250,-10.16,-1.07,-55.62,-0.1
1.2,0.77,240,-10.16,-1.06,-52.65,-0.17
1.04,0.75,240,-10.18,-1.07,-58.93,-0.08
1.07,0.71,200,-10.19,-1.07,-65.81,-0.02
1.05,0.72,200,-10.19,-1.07,-65.81,-0.02
1.09,0.71,200,-10.19,-1.07,-65.81,-0.02
1.1,0.71,180,-10.19,-1.07,-65.81,-0.02
1.1,0.7,180,-10.19,-1.07,-65.81,-0.02
1.09,0.7,180,-10.19,-1.07,-65.81,-0.02
1.07,0.72,200,-10.19,-1.07,-65.81,-0.02
1.05,0.71,200,-10.19,-1.07,-65.81,-0.02
1.06,0.71,200,-10.19,-1.07,-65.81,-0.02
1.08,0.72,200,-10.19,-1.07,-65.81,-0.02
1.0,0.77,250,-10.19,-1.07,-59.44,-0.08
1.09,0.72,200,-10.19,-1.07,-65.81,-0.02
1.01,0.77,250,-10.19,-1.07,-59.44,-0.08
1.06,0.72,200,-10.19,-1.07,-65.81,-0.02
1.09,0.71,180,-10.19,-1.07,-65.81,-0.02
1.08,0.71,200,-10.19,-1.07,-65.81,-0.02
1.0,0.82,240,-10.21,-1.07,-56.83,-0.11
1.02,0.73,240,-10.21,-1.07,-58.27,-0.08
1.01,0.73,240,-10.21,-1.07,-58.27,-0.08
1.09,0.93,240,-10.21,-1.07,-47.26,-0.16
1.03,0.73,240,-10.21,-1.07,-58.27,-0.08
1.0,0.73,240,-10.21,-1.07,-58.27,-0.08
1.07,0.76,120,-10.23,-1.07,-70.02,-0.04
1.07,0.77,120,-10.23,-1.07,-70.02,-0.04
1.12,0.94,240,-10.25,-1.08,-46.09,-0.17
1.19,0.95,200,-10.27,-1.08,-42.68,-0.39
1.11,0.95,60,-10.27,-1.08,-32.25,-0.39
1.19,0.96,200,-10.27,-1.08,-42.68,-0.39
1.0,0.74,250,-10.28,-1.08,-58.29,-0.08
1.01,0.75,250,-10.28,-1.08,-58.29,-0.08
1.01,0.74,250,-10.28,-1.08,-58.29,-0.08
1.15,0.99,240,-10.28,-1.08,-43.84,-0.29
1.04,0.98,200,-10.28,-1.08,-49.29,-0.1
1.0,0.75,250,-10.28,-1.08,-58.29,-0.08
1.11,0.95,250,-10.28,-1.08,-45.78,-0.18
1.18,0.95,180,-10.29,-1.08,-34.16,-0.42
1.12,0.78,250,-10.31,-1.08,-54.7,-0.12
1.14,0.81,240,-10.32,-1.08,-50.88,-0.18
1.1,0.95,250,-10.34,-1.09,-46.62,-0.17
1.16,0.93,200,-10.35,-1.09,-44.57,-0.26
1.05,0.73,240,-10.36,-1.09,-57.63,-0.09
1.05,0.75,250,-10.42,-1.09,-57.31,-0.09
1.05,0.74,250,-10.42,-1.09,-57.31,-0.09
1.12,0.72,180,-10.42,-1.09,-65.92,-0.02
1.11,0.72,180,-10.42,-1.09,-65.92,-0.02
1.02,0.75,240,-10.43,-1.1,-59.4,-0.08
1.01,0.75,240,-10.43,-1.1,-59.4,-0.08
1.06,0.83,120,-10.43,-1.09,-61.93,-0.06
1.03,0.75,240,-10.43,-1.1,-59.4,-0.08
1.0,0.75,240,-10.43,-1.1,-59.4,-0.08
1.12,0.94,200,-10.47,-1.1,-50.35,-0.14
1.01,0.71,200,-10.48,-1.1,-65.97,-0.02
1.01,0.72,200,-10.48,-1.1,-65.97,-0.02
1.0,0.71,200,-10.48,-1.1,-65.97,-0.02
1.0,0.72,200,-10.48,-1.1,-65.97,-0.02
1.02,0.71,200,-10.48,-1.1,-65.97,-0.02
1.02,0.72,200,-10.48,-1.1,-65.97,-0.02
1.03,0.71,200,-10.48,-1.1,-65.97,-0.02
1.04,0.72,200,-10.48,-1.1,-65.97,-0.02
1.08,0.7,180,-10.48,-1.1,-65.97,-0.02
1.07,0.71,180,-10.48,-1.1,-65.97,-0.02
1.04,0.71,200,-10.48,-1.1,-65.97,-0.02
1.08,0.71,180,-10.48,-1.1,-65.97,-0.02
1.07,0.7,180,-10.48,-1.1,-65.97,-0.02
1.03,0.72,200,-10.48,-1.1,-65.97,-0.02
1.1,0.91,250,-10.48,-1.1,-45.77,-0.18
1.12,0.75,250,-10.49,-1.1,-54.11,-0.12
1.09,0.94,180,-10.49,-1.1,-50.03,-0.12
1.15,0.93,200,-10.49,-1.1,-44.57,-0.26
1.12,0.74,250,-10.49,-1.1,-54.11,-0.12
1.17,0.77,240,-10.5,-1.1,-53.75,-0.17
1.05,0.77,250,-10.5,-1.1,-58.41,-0.09
1.12,0.92,180,-10.5,-1.1,-53.58,-0.13
1.09,0.93,250,-10.53,-1.11,-47.11,-0.16
1.15,1.0,240,-10.53,-1.11,-43.92,-0.29
1.05,0.91,200,-10.53,-1.11,-55.72,-0.12
1.13,0.77,250,-10.56,-1.11,-55.28,-0.12
1.16,0.93,120,-10.6,-1.11,-28.59,-0.38
1.17,0.83,250,-10.6,-1.11,-50.16,-0.22
1.12,0.93,250,-10.62,-1.12,-45.99,-0.18
1.16,0.95,200,-10.67,-1.12,-44.98,-0.26
1.16,0.82,240,-10.68,-1.12,-51.37,-0.2
1.05,0.75,240,-10.69,-1.12,-58.74,-0.08
1.06,0.74,250,-10.7,-1.13,-56.64,-0.1
1.06,0.75,250,-10.7,-1.13,-56.64,-0.1
1.02,0.83,120,-10.74,-1.13,-74.74,-0.01
1.15,0.93,180,-10.75,-1.13,-45.0,-0.26
1.15,0.75,240,-10.75,-1.13,-55.35,-0.15
1.04,0.77,120,-10.78,-1.13,-70.56,-0.02
1.04,0.76,120,-10.78,-1.13,-70.56,-0.02
1.05,0.76,120,-10.78,-1.13,-70.56,-0.02
1.18,0.83,120,-10.78,-1.13,-53.87,-0.24
1.05,0.77,120,-10.78,-1.13,-70.56,-0.02
1.05,0.88,60,-10.8,-1.14,-70.71,-0.05
1.15,0.95,200,-10.82,-1.14,-44.98,-0.26
1.06,0.72,120,-10.82,-1.14,-65.93,-0.05
1.19,0.84,200,-10.82,-1.14,-52.2,-0.28
1.05,0.79,60,-10.83,-1.14,-74.76,-0.0
1.05,0.8,60,-10.83,-1.14,-74.76,-0.0
1.05,0.78,60,-10.83,-1.14,-74.76,-0.0
1.14,0.99,120,-10.84,-1.14,-34.81,-0.33
1.03,0.77,60,-10.89,-1.15,-72.4,0.01
1.06,0.77,250,-10.9,-1.15,-57.71,-0.09
1.09,0.76,250,-10.92,-1.15,-55.28,-0.11
1.02,0.98,200,-10.92,-1.15,-51.82,-0.09
1.19,0.92,200,-10.92,-1.15,-46.91,-0.33
1.18,0.85,180,-10.94,-1.15,-54.89,-0.23
1.17,0.85,180,-10.94,-1.15,-54.89,-0.23
1.11,0.94,250,-10.94,-1.15,-46.19,-0.17
1.13,0.8,240,-10.96,-1.15,-52.37,-0.14
1.16,0.85,120,-10.97,-1.16,-56.71,-0.2
1.1,0.94,250,-10.99,-1.16,-46.8,-0.17
1.17,0.84,250,-11.03,-1.16,-50.24,-0.23
1.15,0.79,240,-11.04,-1.16,-51.86,-0.19
1.13,0.79,240,-11.04,-1.16,-52.1,-0.14
1.15,0.8,240,-11.05,-1.16,-52.12,-0.19
1.14,0.8,240,-11.06,-1.17,-52.65,-0.16
1.16,0.77,240,-11.08,-1.17,-55.55,-0.15
1.12,0.77,250,-11.08,-1.17,-55.01,-0.12
1.18,0.91,120,-11.09,-1.17,-33.77,-0.44
1.18,1.0,200,-11.09,-1.17,-36.46,-0.42
1.17,0.84,120,-11.1,-1.17,-56.66,-0.2
1.19,0.86,200,-11.13,-1.17,-50.52,-0.3
1.13,0.82,250,-11.13,-1.17,-49.47,-0.18
1.14,0.73,240,-11.15,-1.17,-55.21,-0.14
1.14,0.79,240,-11.15,-1.17,-52.37,-0.16
1.16,0.82,120,-11.17,-1.18,-57.81,-0.19
1.06,0.73,120,-11.18,-1.18,-66.13,-0.05
1.12,0.82,250,-11.18,-1.18,-49.31,-0.16
1.08,0.74,250,-11.19,-1.18,-55.15,-0.11
1.08,0.75,250,-11.19,-1.18,-55.15,-0.11
1.07,0.76,250,-11.23,-1.18,-56.42,-0.1
1.17,0.93,120,-11.23,-1.18,-28.25,-0.39
1.06,0.97,60,-11.24,-1.19,-41.38,-0.24
1.14,0.94,180,-11.26,-1.19,-46.84,-0.18
1.12,0.73,180,-11.28,-1.19,-66.38,-0.02
1.11,0.73,180,-11.28,-1.19,-66.38,-0.02
1.03,0.91,200,-11.29,-1.19,-60.23,-0.1
1.04,0.71,180,-11.34,-1.2,-66.44,-0.02
1.05,0.71,180,-11.34,-1.2,-66.44,-0.02
1.05,0.7,180,-11.34,-1.2,-66.44,-0.02
1.04,0.7,180,-11.34,-1.2,-66.44,-0.02
1.02,0.71,180,-11.34,-1.2,-66.44,-0.02
1.02,0.7,180,-11.34,-1.2,-66.44,-0.02
1.11,0.76,250,-11.34,-1.2,-55.1,-0.12
1.03,0.71,180,-11.34,-1.2,-66.44,-0.02
1.03,0.7,180,-11.34,-1.2,-66.44,-0.02
1.06,0.7,180,-11.34,-1.2,-66.44,-0.02
1.06,0.71,180,-11.34,-1.2,-66.44,-0.02
1.04,0.76,240,-11.39,-1.2,-59.59,-0.08
1.15,0.83,120,-11.4,-1.2,-58.83,-0.18
1.12,0.91,240,-11.4,-1.2,-45.87,-0.19
1.1,0.76,250,-11.41,-1.2,-55.05,-0.12
1.11,0.95,240,-11.42,-1.21,-45.95,-0.18
1.17,1.0,200,-11.42,-1.21,-36.38,-0.42
1.05,0.92,180,-11.42,-1.2,-57.21,-0.1
1.06,0.92,180,-11.44,-1.21,-57.23,-0.1
1.17,0.86,120,-11.44,-1.21,-56.9,-0.2
1.07,0.81,240,-11.45,-1.21,-49.16,-0.15
1.04,0.74,240,-11.46,-1.21,-58.44,-0.09
1.04,0.76,60,-11.49,-1.21,-70.95,-0.0
1.08,0.85,180,-11.51,-1.22,-59.55,-0.1
1.07,0.79,60,-11.52,-1.22,-73.87,-0.02
1.07,0.78,60,-11.52,-1.22,-73.87,-0.02
1.03,0.92,180,-11.52,-1.22,-62.97,-0.08
1.07,0.8,60,-11.52,-1.22,-73.87,-0.02
1.15,0.95,180,-11.52,-1.22,-45.87,-0.26
1.09,0.8,240,-11.55,-1.22,-52.74,-0.12
1.12,0.95,200,-11.59,-1.22,-50.93,-0.14
1.1,0.96,200,-11.6,-1.22,-50.78,-0.14
1.01,0.76,240,-11.63,-1.23,-60.07,-0.08
1.03,0.76,240,-11.63,-1.23,-60.07,-0.08
1.15,0.74,240,-11.63,-1.23,-54.93,-0.16
1.0,0.76,240,-11.63,-1.23,-60.07,-0.08
1.02,0.76,240,-11.63,-1.23,-60.07,-0.08
1.18,0.9,120,-11.64,-1.23,-34.81,-0.43
1.08,0.77,250,-11.65,-1.23,-56.13,-0.11
1.09,0.79,240,-11.66,-1.23,-52.45,-0.12
1.17,0.82,240,-11.67,-1.23,-50.34,-0.23
1.13,0.73,240,-11.74,-1.24,-54.88,-0.13
1.02,0.74,240,-11.76,-1.24,-58.9,-0.09
1.01,0.74,240,-11.76,-1.24,-58.9,-0.09
1.0,0.74,240,-11.76,-1.24,-58.9,-0.09
1.03,0.74,240,-11.76,-1.24,-58.9,-0.09
1.0,0.7,180,-11.79,-1.25,-66.7,-0.02
1.11,0.92,250,-11.79,-1.25,-45.64,-0.19
1.01,0.7,180,-11.79,-1.25,-66.7,-0.02
1.0,0.71,180,-11.79,-1.25,-66.7,-0.02
1.01,0.71,180,-11.79,-1.25,-66.7,-0.02
1.13,0.81,250,-11.79,-1.25,-49.34,-0.18
1.1,0.72,180,-11.81,-1.25,-66.7,-0.02
1.09,0.72,180,-11.81,-1.25,-66.7,-0.02
1.09,0.73,240,-11.83,-1.25,-54.79,-0.12
1.0,0.92,180,-11.84,-1.25,-66.47,-0.06
1.15,0.82,240,-11.84,-1.25,-51.81,-0.2
1.15,0.78,240,-11.87,-1.26,-55.81,-0.16
1.14,0.75,240,-11.87,-1.26,-56.19,-0.14
1.09,0.75,250,-11.9,-1.26,-54.82,-0.12
1.09,0.74,250,-11.9,-1.26,-54.82,-0.12
1.13,0.99,120,-11.9,-1.26,-42.08,-0.27
1.07,0.79,120,-11.92,-1.26,-71.05,-0.04
1.07,0.78,120,-11.92,-1.26,-71.05,-0.04
1.15,0.94,180,-11.92,-1.26,-45.38,-0.27
1.05,0.76,240,-11.92,-1.26,-59.39,-0.08
1.07,0.8,120,-11.92,-1.26,-71.05,-0.04
1.08,0.78,240,-11.93,-1.26,-56.17,-0.11
1.05,0.74,240,-11.93,-1.26,-58.25,-0.09
1.01,0.88,120,-11.93,-1.26,-75.47,-0.02
1.11,0.94,240,-11.93,-1.26,-46.47,-0.18
1.0,0.91,200,-11.94,-1.26,-62.34,-0.09
1.1,0.92,250,-11.95,-1.26,-46.17,-0.18
1.16,0.84,120,-11.97,-1.27,-56.94,-0.2
1.12,0.81,250,-12.0,-1.27,-49.15,-0.17
1.15,0.97,120,-12.04,-1.27,-34.69,-0.44
1.08,0.84,180,-12.05,-1.28,-57.2,-0.11
1.06,0.73,240,-12.08,-1.28,-56.56,-0.11
1.07,0.72,180,-12.1,-1.28,-66.86,-0.02
1.08,0.72,180,-12.1,-1.28,-66.86,-0.02
1.15,0.76,240,-12.14,-1.29,-55.91,-0.16
1.11,0.94,200,-12.15,-1.29,-49.34,-0.15
1.06,0.78,60,-12.15,-1.29,-74.27,-0.02
1.09,0.92,240,-12.15,-1.29,-48.06,-0.17
1.06,0.8,60,-12.15,-1.29,-74.27,-0.02
1.06,0.79,60,-12.15,-1.29,-74.27,-0.02
1.19,0.89,200,-12.21,-1.29,-49.58,-0.32
1.12,0.73,240,-12.23,-1.3,-54.62,-0.13
1.11,0.73,240,-12.23,-1.3,-54.62,-0.13
1.12,0.93,240,-12.24,-1.3,-46.39,-0.18
1.01,0.84,120,-12.25,-1.3,-74.45,-0.01
1.03,0.98,200,-12.28,-1.3,-52.64,-0.1
1.1,0.73,240,-12.29,-1.3,-54.57,-0.12
1.11,0.75,250,-12.3,-1.3,-54.65,-0.13
1.11,0.74,250,-12.3,-1.3,-54.65,-0.13
1.08,0.82,200,-12.31,-1.3,-52.87,-0.13
1.2,0.82,240,-12.32,-1.31,-49.7,-0.24
1.19,0.82,240,-12.32,-1.31,-49.7,-0.24
1.18,0.82,240,-12.32,-1.31,-49.7,-0.24
1.09,0.84,200,-12.33,-1.31,-56.17,-0.12
1.08,0.82,250,-12.34,-1.31,-49.33,-0.16
1.07,0.75,250,-12.34,-1.31,-55.92,-0.11
1.07,0.74,250,-12.34,-1.31,-55.92,-0.11
1.18,0.92,180,-12.34,-1.31,-38.32,-0.39
1.1,0.74,250,-12.37,-1.31,-54.59,-0.12
1.1,0.75,250,-12.37,-1.31,-54.59,-0.12
1.0,0.92,200,-12.39,-1.31,-62.24,-0.09
1.09,0.77,250,-12.43,-1.32,-55.77,-0.12
1.05,0.8,120,-12.46,-1.32,-71.56,-0.02
1.04,0.78,120,-12.46,-1.32,-71.56,-0.02
1.04,0.8,120,-12.46,-1.32,-71.56,-0.02
1.04,0.79,120,-12.46,-1.32,-71.56,-0.02
1.05,0.78,120,-12.46,-1.32,-71.56,-0.02
1.05,0.79,120,-12.46,-1.32,-71.56,-0.02
1.16,0.99,180,-12.48,-1.32,-37.27,-0.37
1.04,0.77,240,-12.5,-1.33,-60.06,-0.08
1.09,0.93,180,-12.52,-1.33,-49.17,-0.14
1.18,0.97,200,-12.53,-1.33,-39.08,-0.38
1.13,0.75,240,-12.54,-1.33,-55.84,-0.13
1.15,0.98,120,-12.59,-1.34,-34.67,-0.45
1.1,0.84,200,-12.6,-1.34,-56.55,-0.14
1.07,0.98,240,-12.63,-1.34,-43.53,-0.19
1.06,0.75,240,-12.64,-1.34,-57.61,-0.1
1.09,0.75,240,-12.64,-1.34,-55.74,-0.12
1.1,0.73,180,-12.66,-1.34,-67.15,-0.02
1.09,0.73,180,-12.66,-1.34,-67.15,-0.02
1.03,0.77,240,-12.72,-1.35,-60.55,-0.08
1.07,0.77,250,-12.72,-1.35,-56.95,-0.11
1.02,0.77,240,-12.72,-1.35,-60.55,-0.08
1.0,0.77,240,-12.72,-1.35,-60.55,-0.08
1.01,0.77,240,-12.72,-1.35,-60.55,-0.08
1.16,1.0,180,-12.75,-1.35,-37.26,-0.38
1.0,0.89,120,-12.77,-1.36,-75.99,-0.03
1.12,0.8,240,-12.77,-1.36,-52.49,-0.14
1.13,0.92,200,-12.78,-1.36,-49.82,-0.18
1.08,0.73,240,-12.78,-1.36,-55.66,-0.12
1.14,0.74,240,-12.82,-1.36,-55.76,-0.15
1.04,0.98,180,-12.83,-1.36,-50.94,-0.1
1.11,0.93,250,-12.83,-1.36,-46.58,-0.19
1.08,0.81,250,-12.84,-1.36,-49.06,-0.16
1.12,0.79,240,-12.86,-1.37,-52.22,-0.14
1.1,0.93,250,-12.87,-1.37,-47.46,-0.18
1.02,0.86,120,-12.87,-1.37,-73.81,-0.04
1.11,0.77,250,-12.88,-1.37,-55.59,-0.13
1.2,0.83,250,-12.88,-1.37,-49.78,-0.25
1.19,0.83,250,-12.88,-1.37,-49.78,-0.25
1.18,0.83,250,-12.88,-1.37,-49.78,-0.25
1.1,0.91,120,-12.89,-1.37,-58.4,-0.12
1.17,0.97,200,-12.91,-1.37,-39.03,-0.39
1.11,0.91,120,-12.94,-1.38,-58.12,-0.13
1.02,0.72,180,-12.95,-1.38,-67.32,-0.02
1.07,0.73,180,-12.95,-1.38,-67.31,-0.02
1.08,0.73,180,-12.95,-1.38,-67.31,-0.02
1.03,0.72,180,-12.95,-1.38,-67.32,-0.02
1.05,0.72,180,-12.95,-1.38,-67.32,-0.02
1.1,0.77,250,-12.95,-1.38,-55.54,-0.12
1.06,0.72,180,-12.95,-1.38,-67.32,-0.02
1.04,0.72,180,-12.95,-1.38,-67.32,-0.02
1.13,0.92,180,-12.95,-1.38,-50.77,-0.17
1.07,0.73,240,-13.01,-1.38,-56.15,-0.11
1.08,0.81,240,-13.03,-1.39,-49.08,-0.16
1.09,0.85,200,-13.03,-1.39,-58.53,-0.11
1.02,0.91,180,-13.04,-1.39,-63.55,-0.08
1.05,0.77,240,-13.04,-1.39,-59.86,-0.09
1.09,0.84,180,-13.05,-1.39,-59.25,-0.12
1.1,0.95,240,-13.05,-1.39,-48.73,-0.17
1.15,0.91,120,-13.05,-1.39,-42.7,-0.3
1.07,0.84,250,-13.05,-1.39,-50.32,-0.16
1.04,0.97,200,-13.06,-1.39,-51.1,-0.11
1.12,0.75,240,-13.08,-1.39,-55.56,-0.13
1.14,0.78,240,-13.08,-1.39,-56.68,-0.14
1.11,0.75,240,-13.08,-1.39,-55.56,-0.13
1.08,0.92,200,-13.1,-1.39,-52.22,-0.14
1.06,0.91,200,-13.11,-1.4,-54.58,-0.14
1.1,0.82,200,-13.12,-1.4,-53.32,-0.15
1.18,0.98,200,-13.13,-1.4,-39.05,-0.39
1.1,0.75,240,-13.15,-1.4,-55.51,-0.12
1.0,0.85,120,-13.2,-1.41,-75.11,-0.01
1.06,0.96,60,-13.22,-1.41,-42.74,-0.25
1.19,0.9,200,-13.23,-1.41,-49.76,-0.33
1.14,0.76,240,-13.25,-1.41,-56.78,-0.14
1.09,0.85,180,-13.26,-1.41,-61.38,-0.11
1.13,0.99,250,-13.27,-1.41,-43.95,-0.27
1.02,0.92,180,-13.28,-1.41,-63.97,-0.09
1.2,0.84,250,-13.32,-1.42,-49.86,-0.25
1.19,0.84,250,-13.32,-1.42,-49.86,-0.25
1.18,0.84,250,-13.32,-1.42,-49.86,-0.25
1.15,0.77,240,-13.32,-1.42,-56.32,-0.16
1.06,0.86,120,-13.33,-1.42,-59.68,-0.11
1.1,0.8,250,-13.34,-1.42,-52.65,-0.13
1.11,0.95,200,-13.34,-1.42,-49.91,-0.15
1.19,0.87,200,-13.35,-1.42,-50.61,-0.33
1.16,0.96,180,-13.35,-1.42,-38.89,-0.34
1.04,0.77,60,-13.35,-1.42,-72.02,-0.0
1.16,0.92,200,-13.35,-1.42,-47.09,-0.26
1.17,0.99,180,-13.36,-1.42,-37.31,-0.45
1.17,0.83,120,-13.36,-1.42,-58.49,-0.2
1.06,0.75,120,-13.37,-1.42,-67.35,-0.05
1.06,0.74,120,-13.37,-1.42,-67.35,-0.05
1.09,0.8,250,-13.39,-1.43,-53.0,-0.13
1.0,0.72,180,-13.4,-1.43,-67.57,-0.02
1.01,0.72,180,-13.4,-1.43,-67.57,-0.02
1.1,0.94,240,-13.41,-1.43,-48.4,-0.17
1.15,0.96,120,-13.45,-1.43,-35.56,-0.42
1.1,0.79,250,-13.45,-1.43,-52.38,-0.13
1.13,0.74,240,-13.45,-1.43,-55.41,-0.14
1.15,0.92,200,-13.46,-1.43,-47.09,-0.26
1.17,0.98,200,-13.5,-1.44,-39.0,-0.39
1.08,0.75,240,-13.5,-1.44,-56.67,-0.11
1.09,0.74,240,-13.54,-1.44,-55.32,-0.12
1.0,0.97,180,-13.55,-1.45,-58.84,-0.07
1.09,0.79,250,-13.55,-1.45,-52.72,-0.13
1.12,0.93,200,-13.56,-1.45,-50.05,-0.16
1.16,0.98,180,-13.62,-1.45,-38.96,-0.34
1.17,1.0,180,-13.62,-1.45,-37.3,-0.47
1.07,0.75,240,-13.67,-1.46,-57.18,-0.11
1.11,0.8,250,-13.72,-1.47,-52.71,-0.14
1.06,0.74,240,-13.74,-1.47,-57.15,-0.11
1.08,0.99,250,-13.74,-1.47,-43.5,-0.2
1.07,0.83,180,-13.75,-1.47,-53.25,-0.13
1.16,0.91,120,-13.75,-1.47,-34.17,-0.39
1.19,0.88,200,-13.75,-1.47,-50.68,-0.33
1.08,0.83,200,-13.76,-1.47,-54.33,-0.13
1.11,0.91,240,-13.77,-1.47,-46.02,-0.2
1.13,0.78,240,-13.77,-1.47,-56.29,-0.13
1.02,0.73,180,-13.81,-1.47,-67.77,-0.02
1.03,0.73,180,-13.81,-1.47,-67.77,-0.02
1.05,0.73,180,-13.81,-1.47,-67.77,-0.02
1.06,0.73,180,-13.81,-1.47,-67.77,-0.02
1.04,0.73,180,-13.81,-1.47,-67.77,-0.02
1.11,0.79,250,-13.82,-1.48,-52.44,-0.14
1.14,0.82,240,-13.82,-1.48,-51.88,-0.2
1.0,0.91,180,-13.88,-1.48,-65.9,-0.06
1.01,0.82,120,-13.89,-1.48,-72.98,-0.03
1.16,0.97,180,-13.94,-1.49,-38.83,-0.34
1.13,0.76,240,-13.95,-1.49,-56.42,-0.13
1.11,0.74,240,-13.96,-1.49,-55.15,-0.13
1.12,0.74,240,-13.96,-1.49,-55.15,-0.13
1.13,0.98,250,-13.97,-1.49,-43.88,-0.27
1.06,0.76,240,-13.98,-1.49,-58.24,-0.1
1.0,0.98,180,-14.0,-1.5,-56.65,-0.08
1.08,0.98,250,-14.02,-1.5,-43.17,-0.21
1.1,0.74,240,-14.02,-1.5,-55.09,-0.13
1.12,0.92,240,-14.03,-1.5,-46.3,-0.2
1.07,0.83,250,-14.04,-1.5,-49.87,-0.16
1.09,0.91,120,-14.05,-1.5,-59.17,-0.12
1.09,0.76,240,-14.06,-1.5,-56.31,-0.12
1.13,0.94,60,-14.11,-1.51,-38.49,-0.41
1.11,0.93,240,-14.12,-1.51,-46.84,-0.19
1.13,0.93,60,-14.15,-1.51,-38.84,-0.38
1.01,0.92,180,-14.17,-1.52,-65.5,-0.08
1.17,0.96,180,-14.18,-1.52,-38.93,-0.4
1.03,0.98,180,-14.19,-1.52,-53.37,-0.1
1.18,0.99,200,-14.2,-1.52,-38.94,-0.4
1.1,0.85,200,-14.22,-1.52,-58.82,-0.13
1.01,0.73,180,-14.25,-1.53,-68.02,-0.02
1.0,0.73,180,-14.25,-1.53,-68.02,-0.02
1.15,0.9,120,-14.29,-1.53,-43.22,-0.31
1.05,1.0,120,-14.3,-1.53,-44.36,-0.18
1.16,0.83,120,-14.35,-1.54,-58.83,-0.21
1.01,0.98,200,-14.37,-1.54,-53.72,-0.11
1.14,0.77,240,-14.44,-1.55,-57.21,-0.15
1.01,0.87,120,-14.44,-1.55,-75.05,-0.04
1.17,0.98,180,-14.46,-1.55,-39.0,-0.4
1.03,0.99,120,-14.48,-1.55,-47.45,-0.17
1.08,0.74,240,-14.49,-1.55,-56.22,-0.12
1.16,0.9,120,-14.5,-1.55,-35.23,-0.39
1.07,1.0,250,-14.51,-1.55,-44.6,-0.19
1.12,0.76,240,-14.51,-1.56,-56.13,-0.13
1.11,0.76,240,-14.51,-1.56,-56.13,-0.13
1.17,0.99,200,-14.56,-1.56,-38.89,-0.4
1.1,0.76,240,-14.59,-1.56,-56.07,-0.12
1.14,0.91,200,-14.59,-1.56,-52.46,-0.21
1.05,0.85,60,-14.65,-1.57,-70.54,-0.07
1.09,0.93,200,-14.69,-1.58,-55.19,-0.13
1.07,0.74,240,-14.7,-1.58,-56.73,-0.12
1.1,0.94,200,-14.75,-1.58,-49.72,-0.15
1.11,0.8,240,-14.77,-1.58,-53.08,-0.14
1.06,0.99,120,-14.78,-1.59,-41.33,-0.2
1.17,0.97,180,-14.79,-1.59,-38.87,-0.41
1.17,0.91,120,-14.79,-1.59,-33.82,-0.4
1.13,0.81,240,-14.8,-1.59,-49.84,-0.2
1.04,0.97,180,-14.8,-1.59,-52.07,-0.11
1.1,0.83,200,-14.8,-1.59,-54.86,-0.15
1.04,0.91,180,-14.85,-1.59,-62.63,-0.1
1.08,0.94,60,-14.86,-1.6,-46.03,-0.25
1.19,0.85,200,-14.89,-1.6,-53.18,-0.32
1.19,0.91,200,-14.89,-1.6,-50.05,-0.35
